Election Date,Election Name,County ID,County Name,Ballot Measure ID,Ballot Measure Name,Ballot Measure Title,Yes Votes,No Votes
11/8/2022,"November 8, 2022, General Election",7,Contra Costa,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"290,527","93,584"
11/8/2022,"November 8, 2022, General Election",7,Contra Costa,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"116,584","261,183"
11/8/2022,"November 8, 2022, General Election",7,Contra Costa,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"63,127","318,798"
11/8/2022,"November 8, 2022, General Election",7,Contra Costa,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"267,718","117,236"
11/8/2022,"November 8, 2022, General Election",7,Contra Costa,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"122,486","257,323"
11/8/2022,"November 8, 2022, General Election",7,Contra Costa,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"176,424","209,016"
11/8/2022,"November 8, 2022, General Election",7,Contra Costa,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"276,293","106,801"
11/8/2022,"November 8, 2022, General Election",8,Del Norte,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"4,216","3,967"
11/8/2022,"November 8, 2022, General Election",8,Del Norte,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"2,324","5,785"
11/8/2022,"November 8, 2022, General Election",8,Del Norte,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"1,261","6,935"
11/8/2022,"November 8, 2022, General Election",8,Del Norte,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"4,376","3,785"
11/8/2022,"November 8, 2022, General Election",8,Del Norte,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"2,637","5,481"
11/8/2022,"November 8, 2022, General Election",8,Del Norte,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"3,153","5,047"
11/8/2022,"November 8, 2022, General Election",8,Del Norte,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"4,015","4,163"
11/8/2022,"November 8, 2022, General Election",9,El Dorado,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"47,021","39,853"
11/8/2022,"November 8, 2022, General Election",9,El Dorado,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"22,099","64,165"
11/8/2022,"November 8, 2022, General Election",9,El Dorado,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"11,938","74,978"
11/8/2022,"November 8, 2022, General Election",9,El Dorado,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"46,329","40,459"
11/8/2022,"November 8, 2022, General Election",9,El Dorado,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"19,277","66,575"
11/8/2022,"November 8, 2022, General Election",9,El Dorado,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"30,823","56,260"
11/8/2022,"November 8, 2022, General Election",9,El Dorado,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"49,287","37,382"
11/8/2022,"November 8, 2022, General Election",10,Fresno,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"114,340","99,612"
11/8/2022,"November 8, 2022, General Election",10,Fresno,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"56,127","158,560"
11/8/2022,"November 8, 2022, General Election",10,Fresno,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"37,015","178,652"
11/8/2022,"November 8, 2022, General Election",10,Fresno,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"118,060","96,062"
11/8/2022,"November 8, 2022, General Election",10,Fresno,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"57,578","156,778"
11/8/2022,"November 8, 2022, General Election",10,Fresno,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"79,617","134,749"
11/8/2022,"November 8, 2022, General Election",10,Fresno,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"112,513","101,929"
11/8/2022,"November 8, 2022, General Election",11,Glenn,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"3,532","4,185"
11/8/2022,"November 8, 2022, General Election",11,Glenn,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"1,831","5,932"
11/8/2022,"November 8, 2022, General Election",11,Glenn,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"1,081","6,694"
11/8/2022,"November 8, 2022, General Election",11,Glenn,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"3,696","4,050"
11/8/2022,"November 8, 2022, General Election",11,Glenn,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"1,385","6,349"
11/8/2022,"November 8, 2022, General Election",11,Glenn,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"1,845","5,902"
11/8/2022,"November 8, 2022, General Election",11,Glenn,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"3,524","4,231"
11/8/2022,"November 8, 2022, General Election",12,Humboldt,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"34,634","12,587"
11/8/2022,"November 8, 2022, General Election",12,Humboldt,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"15,269","31,072"
11/8/2022,"November 8, 2022, General Election",12,Humboldt,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"7,523","39,419"
11/8/2022,"November 8, 2022, General Election",12,Humboldt,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"32,871","14,377"
11/8/2022,"November 8, 2022, General Election",12,Humboldt,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"14,876","31,147"
11/8/2022,"November 8, 2022, General Election",12,Humboldt,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"26,169","21,048"
11/8/2022,"November 8, 2022, General Election",12,Humboldt,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"30,538","16,635"
11/8/2022,"November 8, 2022, General Election",13,Imperial,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"15,962","13,419"
11/8/2022,"November 8, 2022, General Election",13,Imperial,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"10,745","18,723"
11/8/2022,"November 8, 2022, General Election",13,Imperial,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"6,747","22,842"
11/8/2022,"November 8, 2022, General Election",13,Imperial,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"18,810","10,708"
11/8/2022,"November 8, 2022, General Election",13,Imperial,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"12,707","16,598"
11/8/2022,"November 8, 2022, General Election",13,Imperial,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"13,514","15,812"
11/8/2022,"November 8, 2022, General Election",13,Imperial,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"16,562","12,699"
11/8/2022,"November 8, 2022, General Election",14,Inyo,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"4,207","2,883"
11/8/2022,"November 8, 2022, General Election",14,Inyo,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"2,116","5,063"
11/8/2022,"November 8, 2022, General Election",14,Inyo,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,984,"6,302"
11/8/2022,"November 8, 2022, General Election",14,Inyo,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"4,223","3,009"
11/8/2022,"November 8, 2022, General Election",14,Inyo,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"1,624","5,559"
11/8/2022,"November 8, 2022, General Election",14,Inyo,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"2,639","4,643"
11/8/2022,"November 8, 2022, General Election",14,Inyo,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"4,156","3,086"
11/8/2022,"November 8, 2022, General Election",15,Kern,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"87,624","97,194"
11/8/2022,"November 8, 2022, General Election",15,Kern,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"57,991","127,003"
11/8/2022,"November 8, 2022, General Election",15,Kern,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"34,662","150,976"
11/8/2022,"November 8, 2022, General Election",15,Kern,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"97,025","88,352"
11/8/2022,"November 8, 2022, General Election",15,Kern,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"49,514","135,398"
11/8/2022,"November 8, 2022, General Election",15,Kern,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"60,063","125,382"
11/8/2022,"November 8, 2022, General Election",15,Kern,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"87,588","97,751"
11/8/2022,"November 8, 2022, General Election",16,Kings,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"12,148","14,420"
11/8/2022,"November 8, 2022, General Election",16,Kings,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"7,198","19,413"
11/8/2022,"November 8, 2022, General Election",16,Kings,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"4,745","21,937"
11/8/2022,"November 8, 2022, General Election",16,Kings,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"13,973","12,639"
11/8/2022,"November 8, 2022, General Election",16,Kings,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"6,856","19,572"
11/8/2022,"November 8, 2022, General Election",16,Kings,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"8,201","18,232"
11/8/2022,"November 8, 2022, General Election",16,Kings,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"12,370","14,076"
11/8/2022,"November 8, 2022, General Election",17,Lake,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"12,336","7,432"
11/8/2022,"November 8, 2022, General Election",17,Lake,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"5,360","14,384"
11/8/2022,"November 8, 2022, General Election",17,Lake,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"2,613","17,304"
11/8/2022,"November 8, 2022, General Election",17,Lake,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"12,317","7,486"
11/8/2022,"November 8, 2022, General Election",17,Lake,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"5,414","14,303"
11/8/2022,"November 8, 2022, General Election",17,Lake,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"7,612","12,285"
11/8/2022,"November 8, 2022, General Election",17,Lake,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"11,466","8,409"
11/8/2022,"November 8, 2022, General Election",18,Lassen,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"3,522","5,434"
11/8/2022,"November 8, 2022, General Election",18,Lassen,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"2,581","6,408"
11/8/2022,"November 8, 2022, General Election",18,Lassen,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"1,540","7,469"
11/8/2022,"November 8, 2022, General Election",18,Lassen,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"4,349","4,603"
11/8/2022,"November 8, 2022, General Election",18,Lassen,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"2,059","6,878"
11/8/2022,"November 8, 2022, General Election",18,Lassen,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"1,812","7,243"
11/8/2022,"November 8, 2022, General Election",18,Lassen,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"3,702","5,279"
11/8/2022,"November 8, 2022, General Election",19,Los Angeles,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"1,710,784","635,668"
11/8/2022,"November 8, 2022, General Election",19,Los Angeles,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"842,992","1,472,472"
11/8/2022,"November 8, 2022, General Election",19,Los Angeles,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"472,278","1,869,661"
11/8/2022,"November 8, 2022, General Election",19,Los Angeles,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"1,644,672","706,529"
11/8/2022,"November 8, 2022, General Election",19,Los Angeles,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"860,323","1,462,984"
11/8/2022,"November 8, 2022, General Election",19,Los Angeles,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"975,937","1,373,773"
11/8/2022,"November 8, 2022, General Election",19,Los Angeles,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"1,562,883","778,227"
11/8/2022,"November 8, 2022, General Election",20,Madera,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"16,918","19,544"
11/8/2022,"November 8, 2022, General Election",20,Madera,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"9,339","27,100"
11/8/2022,"November 8, 2022, General Election",20,Madera,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"5,656","30,946"
11/8/2022,"November 8, 2022, General Election",20,Madera,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"18,837","17,646"
11/8/2022,"November 8, 2022, General Election",20,Madera,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"8,978","27,475"
11/8/2022,"November 8, 2022, General Election",20,Madera,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"11,865","24,739"
11/8/2022,"November 8, 2022, General Election",20,Madera,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"17,640","18,317"
11/8/2022,"November 8, 2022, General Election",21,Marin,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"101,549","16,872"
11/8/2022,"November 8, 2022, General Election",21,Marin,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"30,741","83,604"
11/8/2022,"November 8, 2022, General Election",21,Marin,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"16,155","99,950"
11/8/2022,"November 8, 2022, General Election",21,Marin,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"86,674","29,745"
11/8/2022,"November 8, 2022, General Election",21,Marin,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"32,264","81,246"
11/8/2022,"November 8, 2022, General Election",21,Marin,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"57,099","59,704"
11/8/2022,"November 8, 2022, General Election",21,Marin,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"95,606","21,737"
11/8/2022,"November 8, 2022, General Election",22,Mariposa,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"3,936","3,783"
11/8/2022,"November 8, 2022, General Election",22,Mariposa,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"1,687","5,998"
11/8/2022,"November 8, 2022, General Election",22,Mariposa,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,863,"6,877"
11/8/2022,"November 8, 2022, General Election",22,Mariposa,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"4,194","3,542"
11/8/2022,"November 8, 2022, General Election",22,Mariposa,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"1,680","5,971"
11/8/2022,"November 8, 2022, General Election",22,Mariposa,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"2,791","4,955"
11/8/2022,"November 8, 2022, General Election",22,Mariposa,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"3,901","3,821"
11/8/2022,"November 8, 2022, General Election",23,Mendocino,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"22,207","7,590"
11/8/2022,"November 8, 2022, General Election",23,Mendocino,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"7,857","21,589"
11/8/2022,"November 8, 2022, General Election",23,Mendocino,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"3,577","26,278"
11/8/2022,"November 8, 2022, General Election",23,Mendocino,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"21,206","8,714"
11/8/2022,"November 8, 2022, General Election",23,Mendocino,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"8,283","21,027"
11/8/2022,"November 8, 2022, General Election",23,Mendocino,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"14,960","15,028"
11/8/2022,"November 8, 2022, General Election",23,Mendocino,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"20,200","9,711"
11/8/2022,"November 8, 2022, General Election",24,Merced,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"28,957","25,237"
11/8/2022,"November 8, 2022, General Election",24,Merced,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"15,792","38,202"
11/8/2022,"November 8, 2022, General Election",24,Merced,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"10,229","44,014"
11/8/2022,"November 8, 2022, General Election",24,Merced,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"32,596","21,514"
11/8/2022,"November 8, 2022, General Election",24,Merced,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"15,854","38,311"
11/8/2022,"November 8, 2022, General Election",24,Merced,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"20,450","33,808"
11/8/2022,"November 8, 2022, General Election",24,Merced,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"29,505","24,423"
11/8/2022,"November 8, 2022, General Election",25,Modoc,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"1,347","1,980"
11/8/2022,"November 8, 2022, General Election",25,Modoc,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,790,"2,536"
11/8/2022,"November 8, 2022, General Election",25,Modoc,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,443,"2,899"
11/8/2022,"November 8, 2022, General Election",25,Modoc,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"1,508","1,824"
11/8/2022,"November 8, 2022, General Election",25,Modoc,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,626,"2,712"
11/8/2022,"November 8, 2022, General Election",25,Modoc,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,653,"2,691"
11/8/2022,"November 8, 2022, General Election",25,Modoc,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"1,484","1,863"
11/8/2022,"November 8, 2022, General Election",26,Mono,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"3,118","1,387"
11/8/2022,"November 8, 2022, General Election",26,Mono,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"1,547","2,829"
11/8/2022,"November 8, 2022, General Election",26,Mono,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,870,"3,557"
11/8/2022,"November 8, 2022, General Election",26,Mono,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"3,191","1,315"
11/8/2022,"November 8, 2022, General Election",26,Mono,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"1,490","2,880"
11/8/2022,"November 8, 2022, General Election",26,Mono,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"2,081","2,380"
11/8/2022,"November 8, 2022, General Election",26,Mono,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"2,862","1,569"
11/8/2022,"November 8, 2022, General Election",27,Monterey,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"71,966","28,956"
11/8/2022,"November 8, 2022, General Election",27,Monterey,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"32,831","66,276"
11/8/2022,"November 8, 2022, General Election",27,Monterey,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"18,199","82,007"
11/8/2022,"November 8, 2022, General Election",27,Monterey,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"69,654","30,871"
11/8/2022,"November 8, 2022, General Election",27,Monterey,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"35,133","64,777"
11/8/2022,"November 8, 2022, General Election",27,Monterey,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"54,394","46,177"
11/8/2022,"November 8, 2022, General Election",27,Monterey,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"67,218","33,017"
11/8/2022,"November 8, 2022, General Election",28,Napa,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"36,414","13,358"
11/8/2022,"November 8, 2022, General Election",28,Napa,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"13,822","35,246"
11/8/2022,"November 8, 2022, General Election",28,Napa,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"7,366","41,966"
11/8/2022,"November 8, 2022, General Election",28,Napa,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"32,025","17,362"
11/8/2022,"November 8, 2022, General Election",28,Napa,1.90E+11,Proposition 29,Regulates Kidney Dialysis Clinics,"14,369","34,487"
11/8/2022,"November 8, 2022, General Election",28,Napa,1.90E+11,Proposition 30,Tax to Fund ZEV/Wildfire Programs,"22,034","27,598"
11/8/2022,"November 8, 2022, General Election",28,Napa,1.90E+11,Proposition 31,Prohibition on Sale of Certain Tobacco Products,"33,856","14,746"
11/8/2022,"November 8, 2022, General Election",29,Nevada,1.90E+11,Proposition 1,Constitutional Right to Reproductive Freedom,"32,680","16,907"
11/8/2022,"November 8, 2022, General Election",29,Nevada,1.90E+11,Proposition 26,Sports Wagering on Tribal Lands,"12,200","36,880"
11/8/2022,"November 8, 2022, General Election",29,Nevada,1.90E+11,Proposition 27,Online Sports Wagering Outside of Tribal Lands,"5,470","44,492"
11/8/2022,"November 8, 2022, General Election",29,Nevada,1.90E+11,Proposition 28,Public School Arts and Music Education Funding,"30,488","19,627"
