year,county_name,yes_count,no_count,total_count,yes_perc,no_perc
2020,Fresno,118174.0,237669.0,355843.0,0.3320958962238965,0.6679041037761035
2020,Glenn,2496.0,8567.0,11063.0,0.2256169212690952,0.7743830787309048
2020,Humboldt,26201.0,39515.0,65716.0,0.3987004686834256,0.6012995313165743
2020,Imperial,25412.0,29706.0,55118.0,0.4610472078087013,0.5389527921912987
2020,Inyo,2454.0,6712.0,9166.0,0.267728562077242,0.7322714379227581
2020,Kern,86568.0,213817.0,300385.0,0.2881901559665096,0.7118098440334903
2020,Kings,13028.0,30267.0,43295.0,0.3009123455364361,0.6990876544635639
2020,Lake,8875.0,19120.0,27995.0,0.3170208965886765,0.6829791034113234
2020,Lassen,2534.0,9123.0,11657.0,0.2173801149523891,0.7826198850476109
2020,Los Angeles,1672676.0,2385774.0,4058450.0,0.412146509135261,0.587853490864739
2020,Madera,14794.0,37694.0,52488.0,0.2818549001676573,0.7181450998323426
2020,Marin,51877.0,94100.0,145977.0,0.35537790199826,0.64462209800174
2020,Mariposa,2437.0,7614.0,10051.0,0.2424634364739827,0.7575365635260173
2020,Mendocino,15639.0,26063.0,41702.0,0.3750179847489329,0.6249820152510671
2020,Merced,28917.0,58743.0,87660.0,0.329876796714579,0.670123203285421
2020,Modoc,879.0,3366.0,4245.0,0.2070671378091872,0.7929328621908127
2020,Mono,2150.0,4194.0,6344.0,0.3389029003783102,0.6610970996216898
2020,Monterey,66354.0,92908.0,159262.0,0.4166342253644937,0.5833657746355063
2020,Napa,22804.0,46961.0,69765.0,0.3268687737404142,0.6731312262595858
2020,Nevada,17155.0,45142.0,62297.0,0.2753744161035041,0.7246255838964958
2020,Orange,486724.0,984586.0,1471310.0,0.3308099584723817,0.6691900415276183
2020,Placer,56847.0,170430.0,227277.0,0.2501220977045632,0.7498779022954368
2020,Plumas,2715.0,8255.0,10970.0,0.247493163172288,0.7525068368277119
2020,Riverside,317736.0,656729.0,974465.0,0.3260619929910258,0.6739380070089741
2020,Sacramento,231961.0,458751.0,690712.0,0.3358288259071798,0.6641711740928201
2020,San Benito,10570.0,17751.0,28321.0,0.373221284559161,0.626778715440839
2020,San Bernardino,276506.0,544596.0,821102.0,0.3367498800392643,0.6632501199607357
2020,San Diego,557301.0,980341.0,1537642.0,0.3624387211067335,0.6375612788932664
2020,San Francisco,194596.0,222161.0,416757.0,0.4669291697559969,0.5330708302440031
2020,San Joaquin,93808.0,188410.0,282218.0,0.3323955240275248,0.6676044759724752
2020,San Luis Obispo,45240.0,107798.0,153038.0,0.2956128543237627,0.7043871456762373
2020,San Mateo,135581.0,220379.0,355960.0,0.3808883020564108,0.6191116979435891
2020,Santa Barbara,74012.0,119489.0,193501.0,0.3824889793851194,0.6175110206148805
2020,Santa Clara,319139.0,491885.0,811024.0,0.3935013020576456,0.6064986979423543
2020,Santa Cruz,55182.0,83088.0,138270.0,0.3990887394228683,0.6009112605771317
2020,Shasta,18609.0,71697.0,90306.0,0.2060660421234469,0.7939339578765531
2020,Sierra,546.0,1327.0,1873.0,0.2915109450080085,0.7084890549919914
2020,Siskiyou,6906.0,15671.0,22577.0,0.3058865216813571,0.6941134783186429
2020,Solano,74026.0,127209.0,201235.0,0.3678584739235223,0.6321415260764778
2020,Sonoma,89364.0,168796.0,258160.0,0.346157421753951,0.653842578246049
2020,Stanislaus,65067.0,143802.0,208869.0,0.3115206181865188,0.6884793818134812
2020,Sutter,10459.0,30549.0,41008.0,0.2550477955520874,0.7449522044479125
2020,Tehama,6008.0,22177.0,28185.0,0.213163029980486,0.7868369700195139
2020,Trinity,1532.0,4509.0,6041.0,0.2536003972852176,0.7463996027147823
2020,Tulare,44506.0,99331.0,143837.0,0.3094196903439309,0.690580309656069
2020,Tuolumne,6541.0,23103.0,29644.0,0.2206517339090541,0.7793482660909459
2020,Ventura,140977.0,270965.0,411942.0,0.3422253618227809,0.6577746381772192
2020,Yolo,33531.0,60559.0,94090.0,0.356371559145499,0.643628440854501
2020,Yuba,7688.0,20846.0,28534.0,0.2694329571738978,0.7305670428261022
2022,Alameda,182697.0,290746.0,473443.0,0.3858901705168309,0.6141098294831691
2022,Alpine,272.0,317.0,589.0,0.4617996604414261,0.5382003395585738
2022,Amador,3590.0,14569.0,18159.0,0.1976981111294674,0.8023018888705326
2022,Butte,16478.0,54015.0,70493.0,0.2337537060417346,0.7662462939582654
2022,Calaveras,4280.0,16440.0,20720.0,0.2065637065637065,0.7934362934362934
2022,Colusa,1186.0,4213.0,5399.0,0.2196703093165401,0.7803296906834599
2022,Contra Costa,122486.0,257323.0,379809.0,0.3224936744521589,0.6775063255478412
2022,Del Norte,2637.0,5481.0,8118.0,0.3248337028824833,0.6751662971175166
2022,El Dorado,19277.0,66575.0,85852.0,0.2245375762940875,0.7754624237059125
2022,Fresno,57578.0,156778.0,214356.0,0.2686092295060553,0.7313907704939446
2022,Glenn,1385.0,6349.0,7734.0,0.1790793897077838,0.8209206102922162
2022,Humboldt,14876.0,31147.0,46023.0,0.3232296895030745,0.6767703104969255
2022,Imperial,12707.0,16598.0,29305.0,0.4336120116021156,0.5663879883978843
2022,Inyo,1624.0,5559.0,7183.0,0.2260893776973409,0.7739106223026591
2022,Kern,49514.0,135398.0,184912.0,0.2677706152115601,0.7322293847884399
2022,Kings,6856.0,19572.0,26428.0,0.259421825336764,0.7405781746632359
2022,Lake,5414.0,14303.0,19717.0,0.2745853831718821,0.7254146168281179
2022,Lassen,2059.0,6878.0,8937.0,0.2303905113572787,0.7696094886427213
2022,Los Angeles,860323.0,1462984.0,2323307.0,0.3703010407148087,0.6296989592851914
2022,Madera,8978.0,27475.0,36453.0,0.2462897429566839,0.7537102570433161
2022,Marin,32264.0,81246.0,113510.0,0.2842392740727689,0.7157607259272311
2022,Mariposa,1680.0,5971.0,7651.0,0.2195791399817017,0.7804208600182982
2022,Mendocino,8283.0,21027.0,29310.0,0.2825997952917093,0.7174002047082907
2022,Merced,15854.0,38311.0,54165.0,0.2926982368688267,0.7073017631311733
2022,Modoc,626.0,2712.0,3338.0,0.1875374475733972,0.8124625524266027
2022,Mono,1490.0,2880.0,4370.0,0.3409610983981693,0.6590389016018307
2022,Monterey,35133.0,64777.0,99910.0,0.3516464818336502,0.6483535181663497
2022,Napa,14369.0,34487.0,48856.0,0.2941092189290977,0.7058907810709022
2022,Nevada,12427.0,36607.0,49034.0,0.2534363910755802,0.7465636089244198
2022,Orange,278985.0,673691.0,952676.0,0.2928435270753121,0.707156472924688
2022,Placer,37717.0,139054.0,176771.0,0.2133664458536751,0.7866335541463249
2022,Plumas,1729.0,6667.0,8396.0,0.2059313959028108,0.7940686040971892
2022,Riverside,173571.0,408811.0,582382.0,0.2980363404088725,0.7019636595911275
2022,Sacramento,137857.0,328053.0,465910.0,0.295887617780258,0.704112382219742
2022,San Benito,6300.0,12852.0,19152.0,0.3289473684210526,0.6710526315789473
2022,San Bernardino,130944.0,307993.0,438937.0,0.2983207157291365,0.7016792842708635
2022,San Diego,300307.0,693460.0,993767.0,0.3021905537213451,0.6978094462786548
2022,San Francisco,113887.0,177690.0,291577.0,0.3905897927477132,0.6094102072522867
2022,San Joaquin,48837.0,125379.0,174216.0,0.2803244248519079,0.719675575148092
2022,San Luis Obispo,26838.0,88641.0,115479.0,0.23240589198036,0.7675941080196399
2022,San Mateo,76287.0,162060.0,238347.0,0.3200669611952321,0.6799330388047679
2022,Santa Barbara,38175.0,92911.0,131086.0,0.2912210304685473,0.7087789695314526
2022,Santa Clara,176642.0,348125.0,524767.0,0.3366103432571026,0.6633896567428973
2022,Santa Cruz,30159.0,69544.0,99703.0,0.3024883905198439,0.6975116094801561
2022,Shasta,11896.0,54888.0,66784.0,0.1781264973646382,0.8218735026353617
2022,Sierra,377.0,1123.0,1500.0,0.2513333333333333,0.7486666666666667
2022,Siskiyou,4720.0,12408.0,17128.0,0.2755721625408687,0.7244278374591312
2022,Solano,37359.0,90724.0,128083.0,0.2916780525128237,0.7083219474871763
2022,Sonoma,56485.0,135831.0,192316.0,0.293709311757732,0.7062906882422679
2022,Stanislaus,31928.0,95686.0,127614.0,0.250191985205385,0.749808014794615
2022,Sutter,6090.0,21137.0,27227.0,0.2236750284643919,0.7763249715356081
2022,Tehama,3472.0,16781.0,20253.0,0.1714313928800671,0.8285686071199329
2022,Trinity,936.0,3479.0,4415.0,0.212004530011325,0.787995469988675
2022,Tulare,22954.0,66604.0,89558.0,0.256303177828893,0.743696822171107
2022,Tuolumne,4746.0,17874.0,22620.0,0.209814323607427,0.790185676392573
2022,Ventura,85257.0,187577.0,272834.0,0.3124867135327708,0.6875132864672292
2022,Yolo,19118.0,46561.0,65679.0,0.2910823855418017,0.7089176144581982
2022,Yuba,4491.0,14859.0,19350.0,0.2320930232558139,0.7679069767441861
