,county name,eligible 2018,total registered 2018,democratic 2018,republican 2018,american independent 2018,green 2018,libertarian 2018,peace and freedom 2018,unknown 2018,other 2018,no party preference 2018,eligible 2020,total registered 2020,democratic 2020,republican 2020,american independent 2020,green 2020,libertarian 2020,peace and freedom 2020,unknown 2020,other 2020,no party preference 2020,eligible 2022,total registered 2022,democratic 2022,republican 2022,american independent 2022,green 2022,libertarian 2022,peace and freedom 2022,unknown 2022,other 2022,no party preference 2022
48,Sonoma,349097,274292,0.5191584151196535,0.18144167529494115,0.024401003310340806,0.010751316115672349,0.008253977513015327,0.0023916118588949,0.0029676403249092207,0.004181675003281175,0.24645268545929155,349097,274292,0.5191584151196535,0.18144167529494115,0.024401003310340806,0.010751316115672349,0.008253977513015327,0.0023916118588949,0.0029676403249092207,0.004181675003281175,0.24645268545929155,349097,274292,0.5191584151196535,0.18144167529494115,0.024401003310340806,0.010751316115672349,0.008253977513015327,0.0023916118588949,0.0029676403249092207,0.004181675003281175,0.24645268545929155
49,Stanislaus,346439,248466,0.3728598681509744,0.34864729983176773,0.029102573390323024,0.002768990525866718,0.007703267247832701,0.0034008677243566525,0.003952251012210926,0.009091787206297844,0.22247309491037004,346439,248466,0.3728598681509744,0.34864729983176773,0.029102573390323024,0.002768990525866718,0.007703267247832701,0.0034008677243566525,0.003952251012210926,0.009091787206297844,0.22247309491037004,346439,248466,0.3728598681509744,0.34864729983176773,0.029102573390323024,0.002768990525866718,0.007703267247832701,0.0034008677243566525,0.003952251012210926,0.009091787206297844,0.22247309491037004
50,Sutter,60635,46087,0.29793651138064964,0.39032699025755635,0.03228676199362076,0.0023216959229283747,0.008288671425781673,0.003363204374335496,0.004643391845856749,0.013713194610193763,0.24711957818907718,60635,46087,0.29793651138064964,0.39032699025755635,0.03228676199362076,0.0023216959229283747,0.008288671425781673,0.003363204374335496,0.004643391845856749,0.013713194610193763,0.24711957818907718,60635,46087,0.29793651138064964,0.39032699025755635,0.03228676199362076,0.0023216959229283747,0.008288671425781673,0.003363204374335496,0.004643391845856749,0.013713194610193763,0.24711957818907718
51,Tehama,43847,33286,0.2523583488553746,0.4269062068136754,0.048098299585411286,0.003004266057802079,0.0114162110196479,0.003154479360692183,0.0,0.0024034128462416633,0.25265877546115484,43847,33286,0.2523583488553746,0.4269062068136754,0.048098299585411286,0.003004266057802079,0.0114162110196479,0.003154479360692183,0.0,0.0024034128462416633,0.25265877546115484,43847,33286,0.2523583488553746,0.4269062068136754,0.048098299585411286,0.003004266057802079,0.0114162110196479,0.003154479360692183,0.0,0.0024034128462416633,0.25265877546115484
52,Trinity,11301,7656,0.3136102403343783,0.3239289446185998,0.0479362591431557,0.012147335423197491,0.012408568443051202,0.005094043887147335,0.027951933124346916,0.07836990595611286,0.17855276907001044,11301,7656,0.3136102403343783,0.3239289446185998,0.0479362591431557,0.012147335423197491,0.012408568443051202,0.005094043887147335,0.027951933124346916,0.07836990595611286,0.17855276907001044,11301,7656,0.3136102403343783,0.3239289446185998,0.0479362591431557,0.012147335423197491,0.012408568443051202,0.005094043887147335,0.027951933124346916,0.07836990595611286,0.17855276907001044
53,Tulare,266322,169367,0.3110050954436224,0.3918768118936983,0.031269373608790375,0.00278684749685594,0.007894099795119474,0.0025624826560073687,0.003465846357318722,0.0018244404163739098,0.24731500233221348,266322,169367,0.3110050954436224,0.3918768118936983,0.031269373608790375,0.00278684749685594,0.007894099795119474,0.0025624826560073687,0.003465846357318722,0.0018244404163739098,0.24731500233221348,266322,169367,0.3110050954436224,0.3918768118936983,0.031269373608790375,0.00278684749685594,0.007894099795119474,0.0025624826560073687,0.003465846357318722,0.0018244404163739098,0.24731500233221348
54,Tuolumne,41054,31999,0.29363417606800213,0.41220038126191444,0.038657458045563926,0.00553142285696428,0.011312853526672708,0.002750085940185631,9.375292977905559e-05,0.0011250351573486672,0.23469483421356918,41054,31999,0.29363417606800213,0.41220038126191444,0.038657458045563926,0.00553142285696428,0.011312853526672708,0.002750085940185631,9.375292977905559e-05,0.0011250351573486672,0.23469483421356918,41054,31999,0.29363417606800213,0.41220038126191444,0.038657458045563926,0.00553142285696428,0.011312853526672708,0.002750085940185631,9.375292977905559e-05,0.0011250351573486672,0.23469483421356918
55,Ventura,550773,448174,0.3980016689946316,0.2964049677134327,0.023481951206451065,0.004025222346677852,0.008032594483392611,0.0026351372458018538,0.003817713655856877,0.011758825813188628,0.2518419185405668,550773,448174,0.3980016689946316,0.2964049677134327,0.023481951206451065,0.004025222346677852,0.008032594483392611,0.0026351372458018538,0.003817713655856877,0.011758825813188628,0.2518419185405668,550773,448174,0.3980016689946316,0.2964049677134327,0.023481951206451065,0.004025222346677852,0.008032594483392611,0.0026351372458018538,0.003817713655856877,0.011758825813188628,0.2518419185405668
56,Yolo,151613,113642,0.47270375389380687,0.19551750233188434,0.027296246106193134,0.007127646468735151,0.008289188856232732,0.003581422361450872,0.0037838123229087836,0.004927755583323068,0.2767726720754651,151613,113642,0.47270375389380687,0.19551750233188434,0.027296246106193134,0.007127646468735151,0.008289188856232732,0.003581422361450872,0.0037838123229087836,0.004927755583323068,0.2767726720754651,151613,113642,0.47270375389380687,0.19551750233188434,0.027296246106193134,0.007127646468735151,0.008289188856232732,0.003581422361450872,0.0037838123229087836,0.004927755583323068,0.2767726720754651
57,Yuba,48389,33754,0.26823487586656397,0.36182378384784025,0.04823132073235765,0.0043846655211234225,0.011613438407299876,0.005895597558807845,0.005540084138176216,0.0030218640753688453,0.29125436985246195,48389,33754,0.26823487586656397,0.36182378384784025,0.04823132073235765,0.0043846655211234225,0.011613438407299876,0.005895597558807845,0.005540084138176216,0.0030218640753688453,0.29125436985246195,48389,33754,0.26823487586656397,0.36182378384784025,0.04823132073235765,0.0043846655211234225,0.011613438407299876,0.005895597558807845,0.005540084138176216,0.0030218640753688453,0.29125436985246195
