year,county_name,median_household_income,population,race_american_indian,race_asian,race_black,race_hispanic,race_multi_racial,race_hawaiian_pacific,race_white,age_0_5,age_6_17,age_18_64,age_65_plus
2023,Siskiyou,,43548.0,0.0393129420409662,0.0161890327914025,0.012951226233122,0.137801965647102,0.0476256085239276,0.0024340957104803,0.7432488288784789,0.050289335905208,0.1285478093138605,0.5240653990998438,0.2966611555065674
2023,Solano,,443749.0,0.0041194459029766,0.1598516278346543,0.1335169206015112,0.2852874034645712,0.0553060401262876,0.008772977516569,0.352692625786199,0.0689714230341927,0.1496409005992126,0.5920937286619238,0.1888409889374398
2023,Sonoma,,478174.0,0.0069409880085491,0.0452011192578433,0.0166006516456352,0.2845679606168466,0.0307900471376528,0.0032875062215846,0.6147929414815527,0.0562640377770435,0.134193829024581,0.5783480490365431,0.2333752985314969
2023,Stanislaus,,545939.0,0.0049749147798563,0.0567719104148998,0.0274664385581539,0.4966782003117564,0.0286717014171912,0.0073158356519684,0.3831801721437743,0.0797268559307908,0.1807051703578605,0.5955628742405287,0.1490642727484206
2023,Sutter,,98952.0,0.0094086021505376,0.172184493491794,0.0213739995149163,0.3292303338992643,0.0358052389037108,0.002940819791414,0.4347360336324682,0.0765724795860619,0.1668991025951976,0.5823328482496564,0.1798750909531894
2023,Tehama,,64271.0,0.0184064352507351,0.0138787322431578,0.0082307728213346,0.2762210016959437,0.0286443341475937,0.0017426210888269,0.6590997494982185,0.0728944625103079,0.1566025112414619,0.5626799022887461,0.2140467707052947
2023,Trinity,,15939.0,0.0404667795972143,0.0213313256791517,0.0057092665788317,0.0765418156722504,0.0463015245623941,0.0020076541815672,0.8092728527511136,0.0431018257105213,0.1037078863165819,0.5450781102955016,0.3097433966999184
2023,Tulare,,475064.0,0.0069569573783742,0.0338607008739875,0.0131287573884781,0.6674321775592341,0.0147916912247612,0.0009261909974235,0.2658841756058131,0.0856831921593722,0.204366148561036,0.5780105417375343,0.1349207685701295
2023,Tuolumne,,54590.0,0.0142883311961897,0.0130243634365268,0.015808756182451,0.1278439274592416,0.0276057886059717,0.0024912987726689,0.7685656713683825,0.0510899432130426,0.1062282469316724,0.5128778164498993,0.2994321304268181
2023,Ventura,,825653.0,0.0029285910667072,0.0753888134603762,0.0179566960938796,0.43928866000608,0.0257008694936008,0.0018046322123216,0.4354456412076259,0.065190824716921,0.1585218003204736,0.5846717688908052,0.1901295096123916
2023,Yolo,,220880.0,0.0051340094168779,0.1502580586743933,0.0263808402752625,0.328449837015574,0.0455994204998189,0.0041153567547989,0.4517747193045998,0.0569042013763129,0.1404789931184353,0.6631474103585657,0.1511816370880115
2023,Yuba,,82677.0,0.0148892678737738,0.0720756679608597,0.0399869371167313,0.3046796569783616,0.0493849559127689,0.0043542944228745,0.5182094173712157,0.085513504360342,0.1870774217738911,0.589849655889788,0.1411396156125645
