COUNTY,YEAR,FAC_COUNT,STATIONS,PROF_NP,CHAIN_OWN,SURVEY_COUNT,SURVEY_RATE,FAC_STAR,XP_STAR,COMM_SCR,QUALITY_SCR,INFO_SCR,PHYS_SCR,STAFF_SCR,FAC_SCR
Solano,2022,104,1731,0.8846153846153846,0.9519230769230769,2280,,4.0,,89.85714285714286,83.14285714285714,80.0,89.57142857142857,88.28571428571429,90.14285714285714
Sonoma,2022,62,1262,0.5161290322580645,1.0,1136,,4.333333333333333,,82.0,84.33333333333333,83.66666666666667,85.66666666666667,90.33333333333333,91.66666666666667
Stanislaus,2022,132,2289,0.5757575757575758,1.0,2192,,3.857142857142857,,85.14285714285714,81.85714285714286,79.85714285714286,87.57142857142857,88.28571428571429,90.28571428571429
Sutter,2022,16,360,1.0,1.0,592,,4.0,,80.0,81.0,85.0,86.0,87.0,90.5
Tehama,2022,8,120,1.0,1.0,272,,5.0,,90.0,89.0,84.0,87.0,95.0,97.0
Tulare,2022,67,1335,0.8805970149253731,0.8805970149253731,1708,,3.909090909090909,,81.0909090909091,81.72727272727273,80.9090909090909,86.72727272727273,87.0,88.9090909090909
Tuolumne,2022,8,92,0.0,1.0,0,,,,,,,,,
Ventura,2022,128,2310,1.0,0.9921875,1808,,4.0,,85.8,83.2,85.0,88.4,87.6,89.8
Yolo,2022,18,322,1.0,0.7222222222222222,280,,4.0,,85.0,84.0,85.0,88.0,90.0,90.0
Yuba,2022,8,120,1.0,1.0,0,,,,,,,,,
Alameda,2023,239,4770,0.8200836820083682,1.0,4898,24.42105263157895,3.008771929824561,2.9298245614035086,77.20175438596492,78.85087719298245,75.6842105263158,81.69298245614036,84.89473684210526,86.2719298245614
Butte,2023,36,680,0.7777777777777778,1.0,616,27.5,4.0,4.0,83.0,84.0,86.5,86.0,88.0,90.5
Columbia,2023,2,26,1.0,1.0,0,,,,,,,,,
Contra Costa,2023,154,2849,0.961038961038961,1.0,3927,27.91578947368421,3.5052631578947366,3.336842105263158,80.5578947368421,80.8,79.12631578947368,84.0,85.94736842105263,87.7578947368421
Del Norte,2023,4,36,1.0,0.0,0,,,,,,,,,
El Dorado,2023,8,185,1.0,1.0,368,34.0,4.0,4.0,82.0,82.0,89.0,85.0,92.0,92.0
Fresno,2023,138,2718,0.8985507246376812,0.8985507246376812,4454,26.28048780487805,2.975609756097561,2.8048780487804876,74.21951219512195,77.21951219512195,77.39024390243902,80.3170731707317,84.21951219512195,86.32926829268293
Humboldt,2023,16,222,1.0,1.0,304,32.0,3.0,4.0,81.0,83.0,84.0,87.0,86.0,86.0
Imperial,2023,40,800,1.0,1.0,1304,24.0,3.25,3.75,88.0,81.75,79.0,88.25,86.0,87.5
Inyo,2023,8,96,0.0,0.0,0,,,,,,,,,
Kern,2023,136,3179,1.0,0.9338235294117647,3321,26.788732394366196,3.676056338028169,3.563380281690141,78.88732394366197,81.45070422535211,77.12676056338029,84.14084507042253,88.45070422535211,89.35211267605634
Kings,2023,32,448,1.0,1.0,952,28.666666666666668,3.0,3.3333333333333335,80.33333333333333,81.66666666666667,81.66666666666667,84.66666666666667,86.66666666666667,87.33333333333333
Lake,2023,15,180,1.0,1.0,0,,,,,,,,,
Los Angeles,2023,1467,33372,0.9747784594410361,0.8179959100204499,47118,25.3640081799591,3.1952965235173822,3.259713701431493,80.06646216768917,80.05010224948876,76.69529652351738,84.10122699386503,85.90081799591002,87.3159509202454
Madera,2023,24,484,1.0,1.0,288,25.0,4.0,4.0,83.0,84.0,82.0,90.0,88.0,92.0
Marin,2023,16,376,0.5,1.0,504,27.5,4.0,4.5,86.0,84.5,84.5,86.5,89.5,92.0
Mendocino,2023,16,262,0.0,1.0,352,29.0,3.0,3.0,81.0,80.0,75.0,84.0,87.0,88.0
Merced,2023,50,1039,0.8,1.0,1088,28.333333333333332,4.333333333333333,4.0,83.0,83.0,81.0,86.33333333333333,89.33333333333333,91.33333333333333
Monterey,2023,58,1104,0.8620689655172413,0.8620689655172413,1936,29.94871794871795,3.769230769230769,3.3846153846153846,82.0,79.92307692307692,80.38461538461539,84.84615384615384,86.33333333333333,89.1025641025641
Napa,2023,22,318,1.0,1.0,416,33.0,4.0,4.0,86.0,82.0,88.0,87.0,91.0,92.0
Nevada,2023,8,144,1.0,1.0,0,,,,,,,,,
Orange,2023,389,8135,0.9074550128534704,0.9485861182519281,12990,28.119402985074625,3.701492537313433,3.708955223880597,81.55970149253731,81.44776119402985,78.93283582089552,85.58208955223881,87.77611940298507,89.16417910447761
Placer,2023,48,775,1.0,1.0,1176,28.25,4.0,4.5,88.25,84.75,80.75,90.0,90.25,91.75
Riverside,2023,280,6209,0.9285714285714286,0.8464285714285714,9789,26.946524064171122,3.320855614973262,3.192513368983957,77.45454545454545,80.82352941176471,80.16042780748663,81.29946524064171,86.91978609625669,87.6096256684492
Sacramento,2023,227,4784,0.7180616740088106,0.9647577092511013,6881,25.111888111888113,3.5594405594405596,3.3986013986013988,78.35664335664336,82.04195804195804,80.12587412587412,81.92307692307692,88.7132867132867,89.25174825174825
San Benito,2023,2,2,0.0,1.0,0,,,,,,,,,
San Bernardino,2023,314,6209,0.8789808917197452,0.7738853503184714,8502,23.524752475247524,3.6534653465346536,3.386138613861386,77.35643564356435,81.98019801980197,79.93069306930693,81.95049504950495,88.35643564356435,89.04455445544555
San Diego,2023,300,6113,0.9533333333333334,0.8833333333333333,12136,25.814814814814813,3.111111111111111,3.4074074074074074,82.33333333333333,79.55555555555556,77.48148148148148,85.33333333333333,85.66666666666667,86.88888888888889
San Francisco,2023,107,1915,0.6355140186915887,0.7757009345794392,1992,25.833333333333332,2.1666666666666665,3.0,83.83333333333333,76.16666666666667,74.83333333333333,88.33333333333333,82.66666666666667,83.5
San Joaquin,2023,139,2416,0.7266187050359713,0.9424460431654677,3344,23.7,4.0,3.9,83.0,81.9,81.3,86.7,89.1,89.9
San Luis Obispo,2023,32,440,1.0,1.0,552,35.0,4.5,4.0,88.0,82.0,82.5,90.0,89.0,91.5
San Mateo,2023,111,2200,0.5135135135135135,1.0,2468,23.098039215686274,3.784313725490196,3.843137254901961,85.6470588235294,83.66666666666667,81.01960784313725,88.01960784313725,88.13725490196079,89.50980392156863
Santa Barbara,2023,37,779,1.0,0.5675675675675675,2392,33.0,3.25,3.5,77.75,81.25,79.75,84.5,87.5,87.75
Santa Clara,2023,235,4753,0.425531914893617,0.948936170212766,4090,21.643564356435643,3.603960396039604,3.6831683168316833,85.61386138613861,81.68316831683168,78.1980198019802,88.3069306930693,87.20792079207921,88.67326732673267
Santa Cruz,2023,27,423,0.4074074074074074,0.8888888888888888,656,18.0,4.5,4.5,87.0,84.5,82.0,90.5,89.5,92.5
Shasta,2023,16,416,0.5,1.0,512,33.0,4.0,4.0,86.0,85.0,85.0,88.0,92.0,92.0
Solano,2023,104,1731,0.8846153846153846,0.9519230769230769,2536,25.714285714285715,3.142857142857143,3.4285714285714284,84.85714285714286,82.14285714285714,77.57142857142857,87.0,86.42857142857143,88.14285714285714
Sonoma,2023,52,1088,0.4230769230769231,1.0,1248,28.25,4.25,3.75,82.0,82.0,79.75,86.5,90.25,91.0
Stanislaus,2023,126,2193,0.5555555555555556,1.0,2502,25.523809523809526,3.746031746031746,3.746031746031746,83.41269841269842,81.96825396825396,80.03174603174604,87.82539682539682,88.0,90.4920634920635
Sutter,2023,16,360,1.0,1.0,680,27.0,4.0,4.0,84.0,85.5,85.0,87.5,91.0,91.0
Tehama,2023,8,120,1.0,1.0,336,32.0,5.0,4.0,83.0,84.0,87.0,89.0,91.0,93.0
Tulare,2023,69,1369,0.8840579710144928,0.8840579710144928,2560,26.666666666666668,3.6666666666666665,3.7333333333333334,81.6,80.2,79.33333333333333,87.0,86.4,88.8
Tuolumne,2023,8,92,0.0,1.0,0,,,,,,,,,
Ventura,2023,123,2205,1.0,0.991869918699187,2104,24.666666666666668,3.8333333333333335,3.8333333333333335,86.66666666666667,81.5,81.83333333333333,89.83333333333333,88.16666666666667,89.5
Yolo,2023,18,322,1.0,0.7222222222222222,621,30.166666666666668,2.7777777777777777,3.1666666666666665,79.0,81.38888888888889,83.72222222222223,81.0,85.83333333333333,86.77777777777777
Yuba,2023,8,120,1.0,1.0,264,25.0,3.0,3.0,73.0,79.0,81.0,76.0,83.0,88.0
Alameda,2024,225,4581,0.8311111111111111,1.0,4378,23.404040404040405,3.272727272727273,3.0303030303030303,77.78787878787878,80.15151515151516,76.70707070707071,82.14141414141415,86.92929292929293,87.92929292929293
Butte,2024,36,680,0.7777777777777778,1.0,616,27.0,4.0,4.0,83.5,83.0,86.5,86.5,90.0,91.5
Columbia,2024,2,26,1.0,1.0,0,,,,,,,,,
Contra Costa,2024,154,2849,0.961038961038961,1.0,3685,26.744444444444444,2.8777777777777778,3.088888888888889,80.1,79.54444444444445,76.84444444444445,82.6,83.92222222222222,85.41111111111111
Del Norte,2024,4,36,1.0,0.0,0,,,,,,,,,
El Dorado,2024,8,185,1.0,1.0,384,34.0,3.0,4.0,76.0,80.0,85.0,79.0,88.0,89.0
Fresno,2024,132,2646,0.9393939393939394,0.9393939393939394,4419,25.426829268292682,2.9390243902439024,3.1951219512195124,76.0609756097561,77.79268292682927,79.52439024390245,80.70731707317073,84.7560975609756,86.42682926829268
Humboldt,2024,16,222,1.0,1.0,352,36.0,2.0,3.0,78.0,78.0,89.0,84.0,83.0,81.0
Imperial,2024,40,800,1.0,1.0,1352,24.0,3.5,4.0,88.25,83.5,79.5,89.0,87.5,89.0
Inyo,2024,8,96,0.0,0.0,0,,,,,,,,,
Kern,2024,136,3179,1.0,0.9338235294117647,3271,25.62162162162162,3.2162162162162162,3.135135135135135,77.0945945945946,79.47297297297297,77.98648648648648,81.72972972972973,86.79729729729729,88.27027027027027
Kings,2024,32,448,1.0,1.0,960,26.0,2.6666666666666665,3.0,81.33333333333333,79.0,77.33333333333333,86.0,84.33333333333333,86.0
Lake,2024,8,96,1.0,1.0,0,,,,,,,,,
Los Angeles,2024,1470,33422,0.9748299319727891,0.8170068027210884,49753,25.480314960629922,3.3100393700787403,3.372047244094488,80.18897637795276,80.60433070866142,77.1525590551181,84.08169291338582,86.54330708661418,88.03444881889764
Madera,2024,24,484,1.0,1.0,312,27.0,2.0,3.0,80.0,76.0,76.0,83.0,81.0,84.0
Marin,2024,16,376,0.5,1.0,608,29.0,4.5,4.5,85.0,85.5,84.5,87.0,92.0,92.5
Mendocino,2024,16,262,0.0,1.0,400,31.0,4.0,4.0,83.0,83.0,77.0,84.0,89.0,92.0
Merced,2024,50,1039,0.8,1.0,1336,25.75,3.75,4.0,81.75,83.5,84.25,86.0,90.0,90.25
Monterey,2024,58,1104,0.8620689655172413,0.8620689655172413,1985,30.384615384615383,3.769230769230769,3.9743589743589745,82.64102564102564,81.28205128205128,81.87179487179488,85.05128205128206,87.6923076923077,89.6923076923077
Napa,2024,23,318,1.0,1.0,400,31.0,4.0,4.0,88.0,82.0,87.0,87.0,91.0,91.0
Nevada,2024,8,144,1.0,1.0,0,,,,,,,,,
Orange,2024,375,8003,0.904,0.9466666666666667,13347,27.765124555160142,3.498220640569395,3.583629893238434,80.74021352313167,81.66192170818505,79.8220640569395,83.87900355871886,87.87544483985765,88.85765124555161
Placer,2024,48,775,1.0,1.0,1240,28.25,4.0,4.5,86.75,83.75,81.5,88.25,89.75,91.75
Riverside,2024,280,6209,0.9285714285714286,0.8464285714285714,9907,26.182291666666668,3.328125,3.3177083333333335,77.9375,80.77083333333333,80.30729166666667,81.98958333333333,87.34895833333333,88.0625
Sacramento,2024,228,4804,0.7192982456140351,0.9649122807017544,6544,23.866666666666667,3.5407407407407407,3.6,78.0,82.53333333333333,80.28148148148148,80.88148148148149,88.11851851851851,89.41481481481482
San Benito,2024,2,2,0.0,1.0,0,,,,,,,,,
San Bernardino,2024,305,5993,0.8754098360655738,0.7672131147540984,7751,22.79144385026738,3.449197860962567,3.427807486631016,77.65775401069519,83.03208556149733,79.89304812834224,81.74866310160428,88.33689839572193,89.03743315508021
San Diego,2024,300,6113,0.9533333333333334,0.8833333333333333,12160,25.178571428571427,3.0714285714285716,3.4285714285714284,81.71428571428571,80.25,77.42857142857143,84.64285714285714,86.57142857142857,87.28571428571429
San Francisco,2024,107,1915,0.6355140186915887,0.7757009345794392,1728,24.2,3.0,3.4,84.8,79.6,76.4,89.8,86.2,86.4
San Joaquin,2024,139,2416,0.7266187050359713,0.9424460431654677,3248,23.333333333333332,3.888888888888889,3.888888888888889,84.33333333333333,82.44444444444444,82.11111111111111,86.66666666666667,89.11111111111111,90.0
San Luis Obispo,2024,32,440,1.0,1.0,552,33.0,3.5,4.0,85.5,79.5,81.5,88.5,89.0,90.5
San Mateo,2024,111,2200,0.5135135135135135,1.0,2272,24.5,3.6666666666666665,3.6666666666666665,82.5,81.66666666666667,79.5,85.66666666666667,87.83333333333333,89.16666666666667
Santa Barbara,2024,37,779,1.0,0.5675675675675675,2224,30.75,3.0,3.25,77.5,80.75,77.25,82.75,85.75,87.25
Santa Clara,2024,229,4750,0.40611353711790393,0.9475982532751092,5118,23.54700854700855,3.6666666666666665,3.7948717948717947,85.3931623931624,82.68376068376068,78.64102564102564,88.31623931623932,88.33333333333333,89.92307692307692
Santa Cruz,2024,27,423,0.4074074074074074,0.8888888888888888,968,27.0,4.5,4.0,85.0,82.0,81.0,89.0,88.0,92.0
Shasta,2024,16,416,0.5,1.0,392,25.0,4.0,4.0,87.0,84.0,84.0,90.0,91.0,91.0
Solano,2024,97,1647,0.8762886597938144,1.0,2312,24.5,3.8333333333333335,3.8333333333333335,85.16666666666667,81.83333333333333,78.5,87.16666666666667,88.16666666666667,89.83333333333333
Sonoma,2024,52,1088,0.4230769230769231,1.0,1520,31.25,4.25,4.0,81.75,83.75,78.25,85.75,89.75,91.75
Stanislaus,2024,119,2175,0.5714285714285714,1.0,2749,27.26984126984127,4.365079365079365,4.380952380952381,83.63492063492063,84.26984126984127,79.96825396825396,88.74603174603175,90.60317460317461,92.60317460317461
Sutter,2024,16,360,1.0,1.0,720,27.0,4.0,4.5,86.0,86.5,85.5,89.0,91.0,91.0
Tehama,2024,8,120,1.0,1.0,272,28.0,5.0,5.0,86.0,82.0,86.0,89.0,92.0,94.0
Tulare,2024,62,1369,0.8709677419354839,0.8709677419354839,2296,25.0,4.0,4.285714285714286,82.57142857142857,83.42857142857143,81.57142857142857,87.0,89.71428571428571,91.28571428571429
Tuolumne,2024,8,92,0.0,1.0,0,,,,,,,,,
Ventura,2024,124,2206,1.0,0.9919354838709677,2208,23.714285714285715,3.7142857142857144,3.857142857142857,85.71428571428571,80.85714285714286,81.57142857142857,89.42857142857143,88.14285714285714,90.0
Yolo,2024,11,231,1.0,1.0,368,22.818181818181817,3.272727272727273,3.272727272727273,76.81818181818181,78.9090909090909,77.81818181818181,81.81818181818181,86.36363636363636,88.54545454545455
Yuba,2024,8,120,1.0,1.0,240,23.0,4.0,4.0,79.0,82.0,83.0,83.0,88.0,90.0
